Image Index,True Class,Confidence for Class 0,Confidence for Class 1,Confidence for Class 2,Confidence for Class 3,Confidence for Class 4,Confidence for Class 5,Confidence for Class 6,Confidence for Class 7,Confidence for Class 8,Confidence for Class 9
46,4,0.0004658726,0.0004435696,9.648566e-06,1.5870768e-06,0.99814117,2.575268e-05,0.00082090666,6.326994e-05,2.3446612e-05,4.802454e-06
47,0,0.88671756,0.00096969353,0.0014263722,0.00010402698,0.013016872,0.0021177821,0.088510975,0.00010095274,0.002055232,0.004980547
48,5,0.00014979609,0.0013135549,6.7659676e-05,0.0015558751,0.0014346284,0.99227726,0.00034886113,0.00017701539,0.0015204893,0.0011548187
49,1,3.495578e-05,0.97501945,0.0006714189,0.00070012495,0.0058181826,0.00032821766,0.00012579432,0.0009801288,0.014321582,0.0020001356
50,9,0.008187106,0.00049251283,0.04119518,0.2545374,0.0009470965,0.006822097,0.000445765,0.00081322325,0.007682278,0.67887735
51,4,0.0010117468,0.001026675,2.4036468e-05,9.034226e-06,0.9887185,6.439968e-05,0.0088471705,0.00016692543,0.00010943415,2.2191296e-05
52,5,0.00014945841,0.0008872773,0.00013912654,0.0028061501,0.00035738034,0.97918665,0.0007228134,0.00024114522,0.014238272,0.0012717131
53,7,1.7762992e-05,0.007944999,0.0028632362,0.003847119,0.0025032486,0.00010886456,6.0677023e-05,0.955715,0.024559978,0.0023791306
54,6,0.0010642131,0.0013196362,0.000104248786,4.766385e-05,0.0012644891,0.0014268847,0.98986405,3.366725e-05,0.004823462,5.174172e-05
55,3,0.00024132356,0.0011519954,0.010681543,0.47348437,0.00027794612,0.009189185,0.00045383352,0.0011996853,0.37446177,0.12885831
56,7,0.00018406611,0.014664055,0.00014049711,0.004544912,0.017898414,0.0027021193,0.00040289274,0.84321785,0.10058151,0.015663665
57,0,0.9699144,1.1995491e-05,0.010182934,0.00081901246,0.001157115,0.0049357084,0.0013759696,5.3990243e-05,0.0006830401,0.010865841
58,5,0.00077419006,0.18897332,0.000322154,0.0022074485,0.07170325,0.6239139,0.013577044,0.0005435403,0.091107585,0.006877624
59,9,0.0019733794,0.00030143122,0.0025490625,0.005433975,0.0006282467,0.005181601,0.00028329375,0.00010323211,0.07097588,0.9125698
60,7,0.0002039731,0.0043577403,0.00033307253,0.0011992517,0.018936729,0.0011569526,7.744546e-05,0.96574736,0.0018857954,0.0061016036
61,5,0.0027052904,0.002237447,6.021906e-05,0.0015075785,0.007314991,0.91950095,0.027469413,0.0018546787,0.035612043,0.0017373931
62,9,0.0005010118,0.000104132676,0.0028375497,0.03562433,0.00022705983,0.0017928462,0.00013786736,0.00024242717,0.032624196,0.9259086
63,7,5.173868e-05,0.0033067234,0.00027193959,0.0023128127,0.0024266185,0.00047401313,4.7151938e-05,0.98258466,0.0069236485,0.0016007487
64,4,0.0026500225,0.00070215156,4.1677486e-05,5.144267e-06,0.99449605,4.9827493e-05,0.0018387801,0.00010843636,8.756324e-05,2.0264659e-05
65,2,6.961896e-05,0.015759056,0.64770097,0.026883462,0.00086020405,0.0010308753,0.00019956757,0.005211496,0.29550347,0.0067812516
66,1,7.06648e-05,0.9391468,0.018222006,0.0003280496,0.00307943,0.006400608,0.0010399462,0.0001299701,0.031195529,0.00038697798
67,9,0.0005604106,6.563036e-06,0.000267671,0.0022210544,0.00014553728,0.009122573,6.9850066e-05,6.1645296e-05,0.0039529856,0.9835918
68,0,0.98505014,7.6463635e-05,0.0024271328,0.000115960385,0.0024806338,0.0036228688,0.004755298,6.805546e-05,0.0006936773,0.000709795
69,7,4.21439e-05,0.0018858453,0.00039380725,0.0051436345,0.00097042887,0.00065026904,0.00014232236,0.9628012,0.01707086,0.0108994115
70,5,9.062825e-05,0.00097406853,2.9111281e-05,0.00073472376,0.0011890514,0.99286324,0.0003641827,0.00015717658,0.0026615667,0.00093629485
71,3,0.000118107906,0.021867659,0.038664144,0.036806915,0.00040054697,0.001060497,0.0004471349,0.006607655,0.8928697,0.001157615
72,3,9.259172e-06,0.00010273232,0.0015418215,0.99071574,1.8534252e-05,0.00025745138,1.7071217e-05,0.0021176676,0.0021223826,0.0030972385
73,6,0.0008475363,0.000285662,4.62144e-05,2.866771e-05,0.0019639432,0.00070596853,0.9948013,5.4865774e-05,0.0012307109,3.511771e-05
74,3,2.0084706e-05,0.00011401766,0.0007964981,0.99056494,2.256079e-05,0.0011286441,8.218185e-06,0.00048592844,0.0009638125,0.0058952793
75,9,0.00036139938,4.8198293e-05,0.000197867,0.0059413463,0.00026667566,0.00070426904,0.0002269104,0.0002646183,0.003372561,0.98861605
76,6,0.0038534435,0.0012099628,0.00012532008,2.9419343e-05,0.0059064077,0.0019012062,0.9852372,4.013424e-05,0.0016606844,3.6229085e-05
77,9,0.0016968106,8.521257e-05,0.0015052231,0.008134495,0.0003388126,0.0015587137,0.00083136983,0.00021736187,0.059505537,0.9261265
78,5,0.00029712787,2.4680628e-05,4.3174314e-05,0.005267321,7.5095755e-05,0.9890092,0.00058376027,6.161523e-05,0.0016774691,0.0029605522
79,0,0.993676,3.3322892e-06,0.0032365478,8.353908e-05,0.0008054353,0.00024923278,0.00031361726,1.7118535e-05,0.00010460594,0.0015106897
80,1,4.6376354e-06,0.9783186,0.0021445332,9.774492e-05,0.011659617,8.997303e-05,3.0827196e-05,0.0045084027,0.0030014042,0.00014439551
81,5,0.00012055766,4.0072708e-05,3.23552e-05,0.0019080325,7.760033e-05,0.9934581,0.00027856158,1.4609106e-05,0.0011898263,0.0028803784
82,5,9.645002e-05,0.012247379,0.000314369,0.0065033766,0.0018121768,0.97143114,0.00033695198,0.00050526677,0.00504515,0.0017078177
83,8,2.5973903e-05,0.000753781,0.00017991419,0.0018437554,5.441475e-05,0.0006501771,0.00023646747,0.0003433825,0.99221987,0.0036921944
84,3,4.5189976e-05,0.0015348328,0.005161232,0.9256338,0.00023002061,0.0006872212,1.3048741e-05,0.045593716,0.0076450882,0.013455856
85,3,5.3700194e-05,0.0026715687,0.017484877,0.9204864,0.00035230903,0.0015717536,2.5766594e-05,0.029151345,0.017748212,0.010454094
86,6,0.002665142,0.0014908994,0.000114565344,3.0715335e-05,0.0039091636,0.0017400766,0.9873241,8.129031e-05,0.00254134,0.00010277369
87,2,6.4121464e-06,0.0023025388,0.97566,0.018419422,0.000109872184,0.00011548917,9.341869e-06,0.00068804406,0.0022936277,0.00039524175
88,6,0.02338106,0.0002081515,0.00011478555,0.00059015106,0.0044099223,0.07666147,0.88314766,0.00033127354,0.010691153,0.00046435685
89,5,0.00039585528,0.00053423474,0.00013149381,0.0017345593,0.000482619,0.99017555,0.0010695353,0.0012339304,0.0037748218,0.00046726322
90,5,0.032466013,0.001710062,9.76904e-05,0.0006147536,0.57497454,0.23215756,0.1437683,0.0071553625,0.0064669373,0.0005887749
91,2,5.013069e-06,0.0039525414,0.9923563,0.0020989955,0.00011887657,0.000102790626,1.597658e-05,0.00013082747,0.0010933995,0.00012533818
92,0,0.99456775,1.7838349e-05,0.0009552271,1.9479405e-05,0.0015930954,0.0005839264,0.00072832685,1.2140637e-05,0.00024418143,0.0012779628
93,8,0.00011100685,0.017485894,0.0015141536,0.0002461625,0.00040706003,0.00029497163,0.0019917157,0.00010204325,0.97724336,0.00060371077
94,7,2.0035073e-05,0.0013910977,0.00016309826,0.0027611877,0.0005349173,0.00032481065,1.8440896e-05,0.99286944,0.0015145573,0.0004023472
95,3,5.236441e-06,9.7627766e-05,0.0013604529,0.9950434,8.280991e-06,0.00029808102,6.8434024e-06,0.00020030732,0.0017597274,0.0012199482
96,7,7.22205e-06,0.0010681781,7.522291e-05,0.0030138087,0.00033004125,6.314128e-05,1.6340024e-05,0.99081236,0.003642182,0.00097150455
97,0,0.9982796,3.2259966e-06,0.00031204702,6.515282e-06,0.00061944313,9.991099e-05,0.00029933808,5.2856944e-06,5.9794864e-05,0.00031493866
98,2,1.07511105e-05,0.021283515,0.9619076,0.00044674898,0.00084321626,2.965387e-05,7.0791524e-05,0.0021818522,0.012977327,0.00024854916
99,2,2.6174665e-05,0.001548411,0.9567268,0.0049377806,7.4031566e-05,0.0002378273,0.00014746176,0.00021192574,0.035736546,0.00035304917
100,3,0.00010141106,0.0002876026,0.0024087518,0.97059554,7.207895e-05,0.0019477155,1.3100525e-05,0.0056856605,0.0050029685,0.013885104
101,5,0.00048063594,3.836235e-05,0.000119530436,0.002553783,0.00016602455,0.9846917,0.00040147032,2.593588e-05,0.0010354638,0.010487153
102,8,0.00012891974,0.0024004458,0.0002144577,0.00095977355,0.0002939021,0.02394067,0.0038730053,0.00024380887,0.95951414,0.00843093
103,7,0.0006988611,0.03348128,0.0016528268,0.0018867145,0.14811425,0.002487642,0.0049026827,0.8001697,0.0051084543,0.0014976641
104,3,1.1513827e-05,0.0008067182,0.0043452517,0.98831254,2.7795082e-05,0.0007872269,1.1279797e-05,0.00037837232,0.0035988588,0.0017204474
105,6,0.00083907257,0.00040511042,5.0172042e-05,4.7659396e-05,0.0007235991,0.0012338904,0.993509,2.617074e-05,0.0031075976,5.770528e-05
106,5,0.007464018,0.0005658386,5.8413916e-05,0.00040617262,0.0029282288,0.9560501,0.015543514,5.5479984e-05,0.009246114,0.0076820306
107,9,0.00021947511,0.0006906894,0.001723928,0.057834525,0.00046090732,0.0022991714,0.00029969093,0.00068210025,0.20439515,0.73139435
108,9,0.001063478,0.040032648,0.00049719826,0.0018279664,0.07044162,0.14923239,0.0016991453,0.0041607358,0.03464133,0.69640344
109,2,6.346273e-06,0.011371452,0.9697075,0.0010526018,0.00024435163,3.296854e-05,7.425523e-05,0.0013321402,0.01608622,9.220561e-05
110,5,0.0003977207,0.31734884,0.005631156,0.011852062,0.048985235,0.5647252,0.0012456437,0.01347967,0.017305216,0.01902922
111,6,0.0074487175,0.0029810148,0.0001143992,4.4064505e-05,0.0074638887,0.009476862,0.96733433,4.682284e-05,0.004901319,0.00018856868
112,3,7.3765994e-05,0.00168493,0.0030565765,0.83980626,9.376956e-05,0.01037738,0.00016993794,0.001534935,0.1310881,0.01211435
113,0,0.99444395,1.5724725e-05,0.000105175524,7.715598e-06,0.0014606726,0.00050269027,0.0029921462,1.2153444e-05,0.00024603264,0.00021395406
114,7,2.6632135e-05,0.0005154713,0.0001049433,0.0012284484,0.00089525955,0.00032518993,1.794295e-05,0.9936592,0.002016383,0.0012104282
115,1,0.00010744051,0.95727503,0.00518394,9.640609e-05,0.0046325815,0.0044196327,0.0036387895,8.769299e-05,0.024346028,0.00021243237
116,1,3.1403004e-06,0.98981935,0.0020304301,4.2104843e-05,0.0037968645,4.9243954e-05,7.715332e-05,0.00044539827,0.0037087705,2.7495907e-05
117,9,0.0012600101,8.944135e-05,0.006902686,0.02743361,0.000311342,0.009715567,0.00016397341,0.00023069396,0.014602622,0.93929005
118,6,0.015973404,0.0010095199,6.305817e-05,5.9722843e-05,0.007910176,0.025830353,0.94197315,7.035406e-05,0.0062843915,0.00082583807
119,1,0.0002675146,0.89980054,0.002636249,0.011242418,0.010062085,0.002745946,0.001078069,0.0121965185,0.040244464,0.019726165
120,1,3.19334e-05,0.88168013,0.009243013,0.00041837464,0.00528136,0.00014886478,0.00027949412,0.011785643,0.0908724,0.00025883535
121,0,0.9867758,2.5021722e-05,0.00030851582,8.735032e-05,0.0015510168,0.0071476176,0.0030796833,6.56937e-05,0.0006588941,0.0003004969
122,0,0.99247825,5.522959e-06,0.00016316156,4.482486e-05,0.0013247438,0.004957443,0.00068800146,2.9833634e-05,0.00011168697,0.00019657628
123,2,9.590724e-06,0.005075192,0.9880499,0.0025174078,0.00010323731,0.0001240335,4.1299005e-05,0.00017974182,0.0038051906,9.443191e-05
124,9,0.00047868682,3.292209e-05,0.001851195,0.029687671,0.00012950857,0.0045430055,5.339371e-05,0.00014338901,0.0086746095,0.9544056
125,3,0.00020878026,0.003824796,0.022272734,0.40051243,0.00039980075,0.0047750166,0.00057928404,0.0010682156,0.5134609,0.05289807
126,9,0.0006833015,0.02014031,0.0015168209,0.009162272,0.032589268,0.08266925,0.0010834134,0.13903229,0.27307475,0.4400484
127,9,0.021832572,0.00035281494,0.0055370713,0.008239715,0.0019749845,0.03393946,0.00095264945,0.0017762971,0.14501972,0.7803747
128,3,8.932458e-05,0.00076419796,0.048075553,0.8751232,0.00034446747,0.0014888538,0.00011588544,0.0015448726,0.011173664,0.061280005
129,7,9.955065e-06,0.0015543422,0.00037874907,0.001785731,0.00065403886,8.232102e-05,3.08614e-05,0.9882188,0.0059208763,0.0013644636
130,7,2.7541771e-05,0.0009849407,0.0006252675,0.022167152,0.0005973617,0.0005985869,1.5794536e-05,0.9701808,0.0019465928,0.00285599
131,1,1.4805473e-05,0.97991806,0.00036471343,0.00054270995,0.0035407909,0.0020107483,0.00016919132,0.00017835519,0.01217065,0.001090022
132,3,3.2007283e-05,0.0012854477,0.013763045,0.9655304,5.5950357e-05,0.0009047562,0.00012435546,0.00071597303,0.015824514,0.0017636423
133,5,0.0010385,1.16023875e-05,1.1190025e-05,0.0012174085,0.0002124487,0.97946006,0.00067819364,6.718312e-05,0.0015473132,0.015756171
134,4,0.0002401701,0.00044985407,5.2045025e-06,1.5089132e-06,0.99793696,6.3602274e-05,0.0011677666,0.00010327005,2.689304e-05,4.801769e-06
135,6,0.0011095833,0.0011629043,5.6227058e-05,2.0367394e-05,0.032989383,0.0005524435,0.9635205,8.388424e-05,0.00047257397,3.2067932e-05
136,1,8.371484e-05,0.9114943,0.004166209,0.0002045666,0.004795475,0.001601211,0.00289493,0.0006248739,0.07400594,0.00012886556
137,2,1.595864e-06,0.0029740988,0.99415743,0.0016098844,6.6415654e-05,2.0330297e-05,8.556953e-06,8.5962994e-05,0.0010008678,7.487922e-05
138,1,3.931392e-06,0.9907391,0.0050426745,0.0004590575,0.0007543833,8.081498e-05,6.1809296e-05,8.4393745e-05,0.0027099962,6.384417e-05
139,1,8.2469895e-05,0.8966958,0.0038746672,0.00017153812,0.009383724,0.0004981811,0.0042191246,0.001686576,0.08308444,0.000303486
140,8,5.0861607e-05,0.02733518,0.009239566,0.0014194694,0.00024004061,0.0005956545,0.00039231748,0.00048330743,0.9597922,0.00045130413
141,7,8.20074e-05,0.0019615106,0.0024037573,0.0012417719,0.0060459706,0.0015188134,0.00029516994,0.9561742,0.011654503,0.018622363
142,6,0.007901246,0.00044857815,9.514397e-05,0.00013146081,0.001973278,0.02306151,0.9573907,0.00013141842,0.008186458,0.0006801913
143,9,0.0015284504,4.926608e-05,0.0003584469,0.0045798887,0.00031620584,0.03514088,0.0003771647,0.00010116884,0.038348243,0.9192003
144,2,4.732059e-06,0.114106305,0.87447786,0.0011251613,0.0011333466,5.6722925e-05,4.900597e-05,0.00077059394,0.007965507,0.00031078863
145,0,0.85832477,1.7410573e-05,0.0010169952,0.0005638302,0.0014772363,0.1341357,0.0013593684,9.27266e-05,0.0006694253,0.0023425738
146,4,0.0016672333,0.008330028,0.00018983397,0.00024992213,0.9685061,0.00013059421,0.01563307,0.003042485,0.002078606,0.0001721905
147,4,0.00033022265,0.0058038603,1.4599997e-05,3.354662e-05,0.98000735,0.0008490113,0.00046247544,0.0009835066,0.0033527946,0.008162578
148,8,3.3121334e-05,0.0032303056,0.003570598,0.03689626,5.7637742e-05,0.0032264679,0.00073445454,0.0012506451,0.9489618,0.002038537
149,8,6.229787e-05,0.0016071781,0.00079013035,0.0008380129,0.00020068117,0.0002952803,0.000620539,0.00045006516,0.99238914,0.002746739
150,7,1.579472e-05,0.0029952698,0.0001182516,0.0010763409,0.0015259276,0.000124347,3.9919185e-05,0.9864183,0.0054466357,0.002239259
151,1,0.00048657611,0.9289901,0.005597317,0.0061793313,0.009594974,0.0039120126,0.0014563286,0.0018530103,0.01526052,0.026669776
152,3,0.000101621714,0.0055792513,0.008657341,0.6556919,0.00016253356,0.0045036967,0.00047560083,0.0128802275,0.31013608,0.0018118169
153,1,2.7341915e-05,0.97867006,0.00017703131,0.0003198752,0.00903018,0.0015604954,0.00012380516,0.00028731563,0.008018319,0.0017856378
154,7,3.1089497e-05,0.0029036736,0.0010538758,0.007875394,0.0036124245,0.00040034903,4.9974264e-05,0.9019722,0.041470505,0.040630624
155,1,2.7869733e-05,0.95214784,0.002613119,0.0001322158,0.008531759,6.971444e-05,0.0011850722,0.0007080004,0.03450004,8.447299e-05
156,9,0.00046066186,0.088841505,0.0068921344,0.09991566,0.0012660415,0.056707352,0.0012984317,0.0010204312,0.72348845,0.020109331
157,5,0.00021602456,2.8672794e-05,7.891804e-06,0.00086722337,0.00016815927,0.99052787,0.0005909034,2.3702625e-05,0.0018269129,0.0057427604
158,1,6.1715496e-06,0.99314296,0.0027299372,0.00011328016,0.0010737211,0.00023342164,8.6497406e-05,3.5612156e-05,0.0025300775,4.824164e-05
159,7,1.3324626e-05,0.002627254,0.00074540655,0.00086816243,0.00081677455,4.1893567e-05,3.616493e-05,0.992822,0.001826328,0.00020274532
160,0,0.9966732,9.122323e-06,0.0006482252,1.1211258e-05,0.0009597049,0.0002830074,0.0005606326,5.69248e-06,0.00014506294,0.00070425804
161,0,0.9784212,0.00020927655,0.00027546502,1.4715117e-05,0.012429571,0.0006345562,0.007348601,4.3788343e-05,0.00032728858,0.00029548042
162,2,6.1502724e-05,0.36544862,0.609895,0.01224416,0.0028841833,0.0002530321,0.00011415885,0.0011060323,0.00636127,0.001632001
163,2,7.625818e-06,0.002742305,0.9915188,0.0040225633,0.00014206019,4.282968e-05,6.5456206e-06,0.00031460618,0.0009162684,0.00028645238
164,6,0.0012208151,0.003146023,9.731432e-05,2.829422e-05,0.0034377018,0.0011159445,0.98707956,3.2337302e-05,0.0038007011,4.1261395e-05
165,9,0.0011472929,0.007953386,0.00011821325,0.0023605365,0.010682545,0.11513413,0.004902655,0.0010949598,0.035736457,0.82086986
166,4,0.00023383522,0.0014735404,3.195562e-05,4.593828e-06,0.99658823,0.0001633232,0.00093223475,0.00041756517,0.00011642365,3.8301936e-05
167,1,0.00035404024,0.88380605,0.003615049,0.00026469977,0.014765296,0.0053597186,0.025977042,0.00072475773,0.064995326,0.0001380486
168,9,0.0025377094,1.640499e-05,0.0021737248,0.0037202896,0.00036109646,0.0022749028,0.00041570305,0.00027463667,0.01278652,0.97543895
169,0,0.97763443,1.2301712e-05,0.0066900286,0.0002802314,0.0013194963,0.0010217978,0.0017199129,4.6969002e-05,0.0014735663,0.009801251
170,6,0.00172937,0.0005828458,4.829356e-05,2.383268e-05,0.0020032225,0.0012334206,0.992343,5.095279e-05,0.0019284433,5.6564593e-05
171,7,0.00024410259,0.0018598713,0.0001967039,0.0007801534,0.0109513765,0.0022780164,0.000116398376,0.97760916,0.0037161207,0.0022481994
172,7,6.9674948e-06,0.00028095412,0.00023230599,0.0073354198,0.00016433641,0.000109892135,5.8924356e-06,0.9899546,0.0011633347,0.0007462598
173,9,0.00018346857,7.821085e-06,0.0009136981,0.015187771,8.3413615e-05,0.0016748096,4.730065e-05,8.894759e-05,0.0037447314,0.97806805
174,5,0.00039758053,0.00013974422,1.9702935e-05,0.0061944574,0.00036993047,0.96834666,0.013964258,0.00017763734,0.004801984,0.005588096
175,4,0.0020254934,0.13133423,0.0007313884,0.0012067725,0.79527605,0.004933311,0.017880563,0.034435395,0.01065263,0.0015242681
176,7,3.0259107e-05,0.0005639341,0.00018051325,0.0017130849,0.00028913433,0.0001910657,3.6934973e-05,0.9947331,0.0019887015,0.00027337333
177,0,0.9969013,4.0175614e-06,0.0002630262,2.7861086e-05,0.0006685389,0.0003141363,0.0010395995,1.7867009e-05,0.00022235356,0.0005413551
178,7,2.8504639e-05,0.002129829,0.0012279105,0.0009689031,0.0015454002,9.4396426e-05,7.074194e-05,0.9901788,0.0026250468,0.0011304708
179,6,0.0009841544,0.0013447896,8.0720485e-05,6.846868e-05,0.0010172193,0.0028570173,0.9826544,3.4353114e-05,0.01085671,0.00010218465
180,8,0.00018113345,0.0003962159,0.00029475396,0.0015591093,9.531426e-05,0.0024261668,0.0010253368,0.00020702054,0.98385555,0.009959462
181,7,3.0172043e-05,0.0039846664,8.683033e-05,0.0012278127,0.003590731,0.00021089902,6.8624475e-05,0.9794089,0.009242181,0.0021492771
182,1,1.4379665e-05,0.95955133,0.013747513,0.00021482815,0.0015637868,8.2285274e-05,0.0021443893,9.865667e-05,0.022538098,4.4701308e-05
183,4,0.0003257816,0.00042707837,3.9048364e-06,1.7931567e-06,0.99814594,7.0848015e-05,0.00090021204,8.6758875e-05,3.0847485e-05,6.9177363e-06
184,6,0.00040038247,0.00018582352,1.7577306e-05,1.5723443e-05,0.0012814099,0.00032320202,0.9971928,1.4676212e-05,0.00054637145,2.2037466e-05
185,2,1.0885104e-05,0.007976025,0.9740791,0.00043198344,0.000107385196,6.0417893e-05,0.00012320103,0.000102598504,0.017050808,5.7708912e-05
